GSRN,Cluster
570714700000003349,4
570714700000013218,1
570715000000161032,0
570715000000161056,0
570715000000161049,0
570714700000013287,4
570714700000005619,4
570714700000013270,4
570714700000008016,3
570714700000005978,0
570714700000005961,0
570714700000002168,1
570714700000002175,1
570714700000008757,1
570714700000002151,1
570714700000002205,4
570714700000002199,4
570714700000002182,4
570714700000012853,3
570714700000012860,3
570714700000013676,3
570714700000012884,3
570714700000012877,3
570714700000013669,3
570714700000009419,3
570714700000010811,3
570714700000010804,3
570714700000010774,3
570715000000089336,1
570715000000088827,1
570714700000006890,3
570714700000003424,3
570714700000012785,3
570714700000012778,3
570714700000009426,3
570714700000009808,3
570714700000011207,3
570714700000002854,3
570714700000011214,3
570714700000008702,3
570714700000007637,1
570714700000008955,3
570714700000006876,3
570714700000009037,3
570714700000007934,3
570714700000010163,3
570714700000002090,3
570714700000010170,3
