n_clients,k_global,crounds,silhouette
5,4,3,0.24032570246012872
5,4,4,0.306901509297757
5,4,5,0.35950055003394327
5,4,6,0.37246591048936806
5,4,7,0.37766559610811234
5,4,8,0.3807760143860589
5,4,9,0.3812014546590111
5,5,3,0.330943282889044
5,5,4,0.37635776721649666
5,5,5,0.36788264701425943
5,5,6,0.3806324747095412
5,5,7,0.39123502980704183
5,5,8,0.391219123805741
5,5,9,0.39107972951811726
5,6,3,0.30097449193329595
5,6,4,0.33726965529625774
5,6,5,0.37057365376337803
5,6,6,0.3773443551613522
5,6,7,0.37656854460094924
5,6,8,0.3962348360925736
5,6,9,0.2829775514025828
5,7,3,0.3390711139721794
5,7,4,0.3303252902022092
5,7,5,0.3363692869375637
5,7,6,0.35709885204831654
5,7,7,0.3570424330208734
5,7,8,0.35634316108865055
5,7,9,0.3574941159237683
6,4,3,0.36080541225839297
6,4,4,0.41887785078956963
6,4,5,0.4040872616230141
6,4,6,0.385286541166162
6,4,7,0.36342114982189305
6,4,8,0.35854180655043544
6,4,9,0.3685566329212583
6,5,3,0.3738039067361786
6,5,4,0.3738039067361786
6,5,5,0.3735602509810332
6,5,6,0.3735602509810332
6,5,7,0.3873876439940602
6,5,8,0.39105851769604494
6,5,9,0.391219123805741
6,6,3,0.3884282158791797
6,6,4,0.3841334947154392
6,6,5,0.39734534980471936
6,6,6,0.39690984141420244
6,6,7,0.3923407307901364
6,6,8,0.38878533623372596
6,6,9,0.3888726794157635
6,7,3,0.31203366353928474
6,7,4,0.31450970977950704
6,7,5,0.3140980520737866
6,7,6,0.3147271379614123
6,7,7,0.31562850926168273
6,7,8,0.3878158873532985
6,7,9,0.3848817216438134
7,4,3,0.37843973651303486
7,4,4,0.38248835564775496
7,4,5,0.3822771906179809
7,4,6,0.3822771906179809
7,4,7,0.3822771906179809
7,4,8,0.3822771906179809
7,4,9,0.3822771906179809
7,5,3,0.3727512901923513
7,5,4,0.370526033740135
7,5,5,0.38132190791499093
7,5,6,0.3834232516336621
7,5,7,0.39084243196314544
7,5,8,0.39086659438925686
7,5,9,0.39201977295864054
7,6,3,0.3884581032876574
7,6,4,0.36653579709730705
7,6,5,0.3650750005341593
7,6,6,0.37112366812352904
7,6,7,0.373371664778212
7,6,8,0.3669034658775265
7,6,9,0.3973197950110668
7,7,3,0.25124199633762145
7,7,4,0.38887145579645854
7,7,5,0.3877584721121746
7,7,6,0.3935654399133973
7,7,7,0.3940586459746815
7,7,8,0.28207866817384963
7,7,9,0.30570250887473377
8,4,3,0.3044940319283635
8,4,4,0.37972249595019364
8,4,5,0.381398396279148
8,4,6,0.38218995138650746
8,4,7,0.32978926270381764
8,4,8,0.2975743843271211
8,4,9,0.3263593954947958
8,5,3,0.3777094536815347
8,5,4,0.3915336269995024
8,5,5,0.39124687928719737
8,5,6,0.3811311463364851
8,5,7,0.3926345391622867
8,5,8,0.3768942810426246
8,5,9,0.3802792085295788
8,6,3,0.3731495769986288
8,6,4,0.3033173650806797
8,6,5,0.3948162308690192
8,6,6,0.3977075604047322
8,6,7,0.39795988721683767
8,6,8,0.39641878656967433
8,6,9,0.39413417403622125
8,7,3,0.38459054954272437
8,7,4,0.2890674281482031
8,7,5,0.3837857272468751
8,7,6,0.3840955695176779
8,7,7,0.3823107268669676
8,7,8,0.3806404384075985
8,7,9,0.3878111670077295
9,4,3,0.40988114192764485
9,4,4,0.3764598982886897
9,4,5,0.36411527949928546
9,4,6,0.36142523864213416
9,4,7,0.37267421334291867
9,4,8,0.37619308022196046
9,4,9,0.3766832756980119
9,5,3,0.38029521645117753
9,5,4,0.38155666244780523
9,5,5,0.312115397653359
9,5,6,0.38510208421236947
9,5,7,0.3822945553221106
9,5,8,0.37995843586899025
9,5,9,0.37840065074878565
9,6,3,0.3009636399169007
9,6,4,0.3665309873665236
9,6,5,0.3948162308690192
9,6,6,0.39725552626702604
9,6,7,0.3965021460765079
9,6,8,0.36432705872425253
9,6,9,0.3893056391201236
9,7,3,0.37764798755989293
9,7,4,0.38155382030272406
9,7,5,0.377240357403211
9,7,6,0.3664962313514445
9,7,7,0.36119186848553503
9,7,8,0.3287808814295124
9,7,9,0.36112937013159657
10,4,3,0.3805741893615176
10,4,4,0.38113539587116896
10,4,5,0.3806556108256702
10,4,6,0.3805654907757987
10,4,7,0.3810810592561757
10,4,8,0.3810810592561757
10,4,9,0.3583418027597844
10,5,3,0.37958127837896527
10,5,4,0.3878893944214081
10,5,5,0.3833487247819664
10,5,6,0.38097992805638636
10,5,7,0.39084243196314544
10,5,8,0.3833056898424492
10,5,9,0.3813900776777438
10,6,3,0.29836421153376125
10,6,4,0.3256398418426022
