n_clients,k_global,crounds,silhouette
6,7,8,0.7556859122585327
6,7,9,0.7535185743621278
7,3,3,0.7903769096345523
7,3,4,0.7859344163549383
7,3,5,0.7859344163549383
7,3,6,0.7859344163549383
7,3,7,0.7859344163549383
7,3,8,0.7859344163549383
7,3,9,0.7859344163549383
7,4,3,0.7882931017242951
7,4,4,0.7863837420408994
7,4,5,0.7863837420408994
7,4,6,0.7927528715097396
7,4,7,0.7834781165558907
7,4,8,0.7863837420408994
7,4,9,0.7863837420408994
7,5,3,0.7542179330672135
7,5,4,0.7368508879765931
7,5,5,0.7883907811805664
7,5,6,0.7559312656872756
7,5,7,0.7918510941535117
7,5,8,0.7577614419776739
7,5,9,0.759402245095485
7,6,3,0.4123746631175378
7,6,4,0.7957741805883691
7,6,5,0.74965819615503
7,6,6,0.7957741805883691
7,6,7,0.7583439695142247
7,6,8,0.7478663362077959
7,6,9,0.7531599864015732
7,7,3,0.7549558208699763
7,7,4,0.7339391146450454
7,7,5,0.7556859122585327
7,7,6,0.7587908518609722
7,7,7,0.7556859122585327
7,7,8,0.4280913543531069
7,7,9,0.7587908518609722
8,3,3,0.7859344163549383
8,3,4,0.7859344163549383
8,3,5,0.7859344163549383
8,3,6,0.7859344163549383
8,3,7,0.7859344163549383
8,3,8,0.7859344163549383
8,3,9,0.7859344163549383
8,4,3,0.7826402990641935
8,4,4,0.7268632003840861
8,4,5,0.7927528715097396
8,4,6,0.7638968727130634
8,4,7,0.7858824560078037
8,4,8,0.7691845003297297
8,4,9,0.7691845003297297
8,5,3,0.7545241329035178
8,5,4,0.7378215827051763
8,5,5,0.7553049342222101
8,5,6,0.7217674833966128
8,5,7,0.7475077482472412
8,5,8,0.7743142508745464
8,5,9,0.7517190814430458
8,6,3,0.7531599864015732
8,6,4,0.7531599864015732
8,6,5,0.7784880874930614
8,6,6,0.7537020763932424
8,6,7,0.74965819615503
8,6,8,0.74965819615503
8,6,9,0.7480019508049548
8,7,3,0.7505506757791836
8,7,4,0.7587908518609722
8,7,5,0.7579517193106841
8,7,6,0.753452847055295
8,7,7,0.7536541889592868
8,7,8,0.749717843777751
8,7,9,0.7240189634937038
9,3,3,0.785540688365476
9,3,4,0.7859344163549383
9,3,5,0.7784624232295522
9,3,6,0.7869751582836336
9,3,7,0.7859344163549383
9,3,8,0.7859344163549383
9,3,9,0.7859344163549383
9,4,3,0.7858824560078037
9,4,4,0.7826402990641935
9,4,5,0.7826402990641935
9,4,6,0.7858824560078037
9,4,7,0.7858824560078037
9,4,8,0.7858824560078037
9,4,9,0.7858824560078037
9,5,3,0.7542179330672135
9,5,4,0.7475077482472412
9,5,5,0.7231793973787103
9,5,6,0.7542179330672135
9,5,7,0.7475077482472412
9,5,8,0.7962276728026868
9,5,9,0.7549092390169275
9,6,3,0.7520600814076336
9,6,4,0.454908027832713
9,6,5,0.7537020763932424
9,6,6,0.7545765210277682
9,6,7,0.74965819615503
9,6,8,0.74965819615503
9,6,9,0.7542469875565699
9,7,3,0.749717843777751
9,7,4,0.7556859122585327
9,7,5,0.753454879390102
9,7,6,0.7556859122585327
9,7,7,0.7556859122585327
9,7,8,0.4755449903327721
9,7,9,0.7536541889592868
10,3,3,0.26642107098911494
10,3,4,0.2703519089296722
10,3,5,0.7154368768376881
10,3,6,0.7589511104112172
10,3,7,0.785540688365476
10,3,8,0.7859344163549383
10,3,9,0.7859344163549383
10,4,3,0.7339748504403326
10,4,4,0.7913169621752628
10,4,5,0.7863837420408994
10,4,6,0.7863837420408994
10,4,7,0.7863837420408994
10,4,8,0.7863837420408994
10,4,9,0.7863837420408994
10,5,3,0.7475077482472412
10,5,4,0.7615864541191351
10,5,5,0.7411986761335808
10,5,6,0.7217674833966128
10,5,7,0.7542425251863719
10,5,8,0.7475077482472412
10,5,9,0.7475077482472412
10,6,3,0.7358120676874177
10,6,4,0.74780264123577
10,6,5,0.7473553135495379
10,6,6,0.74965819615503
10,6,7,0.74965819615503
10,6,8,0.7542469875565699
10,6,9,0.7567441878397929
10,7,3,0.5023553175081961
10,7,4,0.7426154727509018
10,7,5,0.7556859122585327
10,7,6,0.7556859122585327
10,7,7,0.7556859122585327
10,7,8,0.7556859122585327
10,7,9,0.4755449903327721
11,3,3,0.7859344163549383
11,3,4,0.7859344163549383
11,3,5,0.7859344163549383
11,3,6,0.7859344163549383
11,3,7,0.7859344163549383
11,3,8,0.7859344163549383
11,3,9,0.7859344163549383
11,4,3,0.7972878171533503
11,4,4,0.76191358453432
11,4,5,0.7682108319559201
11,4,6,0.7927528715097396
11,4,7,0.7927528715097396
11,4,8,0.7927528715097396
11,4,9,0.7927528715097396
11,5,3,0.7475077482472412
11,5,4,0.7918510941535117
11,5,5,0.753204688325916
11,5,6,0.7486472132555781
11,5,7,0.7475077482472412
11,5,8,0.7475077482472412
11,5,9,0.7475077482472412
11,6,3,0.750772989675157
11,6,4,0.74965819615503
11,6,5,0.7542469875565699
