GSRN,Capacity_kw,mean_power,std_power,cv,zero_ratio,ramp_mean,ramp_std,mean_power_scaled,std_power_scaled,cv_scaled,ramp_mean_scaled,ramp_std_scaled
570714700000010811,600.0000,157.7700,159.8556,1.0132,0.0619,-0.0115,48.6753,-0.1920,-0.2507,-0.1531,0.0126,-0.3012
570714700000010835,600.0000,98.9504,126.5844,1.2793,0.1613,-0.0521,42.0924,-0.3926,-0.3777,-0.0600,-0.9950,-0.3690
570714700000010842,600.0000,117.0194,133.8296,1.1437,0.0668,-0.0247,45.4358,-0.3310,-0.3501,-0.1074,-0.3150,-0.3345
570714700000010859,600.0000,119.0463,134.4991,1.1298,0.0676,-0.0192,43.4381,-0.3241,-0.3475,-0.1123,-0.1791,-0.3551
570714700000010897,600.0000,97.4644,122.4083,1.2559,0.0741,-0.0055,40.2592,-0.3977,-0.3937,-0.0682,0.1628,-0.3879
570714700000010903,600.0000,91.0616,111.6122,1.2257,0.0961,-0.0180,38.9593,-0.4195,-0.4349,-0.0787,-0.1485,-0.4013
570714700000010934,225.0000,42.8936,50.2332,1.1711,0.1086,-0.0102,15.3533,-0.5838,-0.6693,-0.0978,0.0449,-0.6446
570714700000010958,550.0000,116.5579,133.6379,1.1465,0.1281,-0.0127,39.6244,-0.3325,-0.3508,-0.1064,-0.0184,-0.3944
570714700000010965,550.0000,109.0665,130.9185,1.2004,0.1537,-0.0115,39.1617,-0.3581,-0.3612,-0.0876,0.0129,-0.3992
570714700000010972,550.0000,107.4908,128.9096,1.1993,0.1625,-0.0110,39.6361,-0.3635,-0.3689,-0.0880,0.0241,-0.3943
570714700000010989,600.0000,126.6411,140.6465,1.1106,0.0718,0.0042,50.7209,-0.2982,-0.3240,-0.1190,0.4026,-0.2801
570714700000011139,600.0000,114.8784,138.1108,1.2022,0.0834,-0.0165,44.7404,-0.3383,-0.3337,-0.0869,-0.1122,-0.3417
570714700000011153,750.0000,133.9621,154.3436,1.1521,0.0692,-0.0327,47.4465,-0.2732,-0.2717,-0.1045,-0.5146,-0.3138
570714700000011160,750.0000,72.1848,133.3162,1.8469,0.1349,-0.0293,49.8585,-0.4839,-0.3520,0.1386,-0.4287,-0.2890
570714700000011177,550.0000,107.7921,128.3675,1.1909,0.1368,-0.0133,41.1630,-0.3624,-0.3709,-0.0909,-0.0308,-0.3786
570714700000011184,550.0000,112.9909,128.9595,1.1413,0.1191,-0.0089,39.7837,-0.3447,-0.3687,-0.1082,0.0767,-0.3928
570714700000011207,600.0000,148.3269,153.6357,1.0358,0.1470,-0.0029,47.8178,-0.2242,-0.2744,-0.1452,0.2261,-0.3100
570714700000011214,600.0000,128.6981,148.4868,1.1538,0.1773,-0.0233,44.6563,-0.2911,-0.2941,-0.1039,-0.2804,-0.3426
570714700000011221,600.0000,108.5755,130.4297,1.2013,0.1230,-0.0203,43.5383,-0.3598,-0.3631,-0.0873,-0.2065,-0.3541
570714700000011238,750.0000,123.5257,142.0065,1.1496,0.0557,-0.0053,45.6469,-0.3088,-0.3188,-0.1054,0.1672,-0.3324
570714700000011245,750.0000,135.9173,148.7152,1.0942,0.0394,-0.0092,46.1849,-0.2665,-0.2932,-0.1248,0.0694,-0.3268
570714700000011252,600.0000,100.0128,133.5327,1.3352,0.2519,-0.0126,42.9029,-0.3890,-0.3512,-0.0404,-0.0154,-0.3607
570714700000011269,600.0000,105.4281,137.0507,1.2999,0.2246,0.0092,44.2890,-0.3705,-0.3378,-0.0528,0.5275,-0.3464
570714700000011276,550.0000,87.5901,114.1516,1.3032,0.2035,-0.0001,35.4408,-0.4313,-0.4252,-0.0516,0.2957,-0.4376
570714700000011689,500.0000,86.6925,114.9032,1.3254,0.1639,-0.0181,36.1012,-0.4344,-0.4223,-0.0438,-0.1507,-0.4308
570714700000011696,500.0000,94.2549,120.1050,1.2743,0.1761,-0.0290,37.9773,-0.4086,-0.4025,-0.0617,-0.4220,-0.4114
570714700000011719,550.0000,111.1577,128.5721,1.1567,0.1322,-0.0104,40.4439,-0.3510,-0.3701,-0.1029,0.0396,-0.3860
570714700000011726,600.0000,115.6416,134.6025,1.1640,0.0945,-0.0235,44.8142,-0.3357,-0.3471,-0.1003,-0.2865,-0.3410
570714700000011733,600.0000,118.1593,134.5432,1.1387,0.0766,-0.0192,42.7220,-0.3271,-0.3473,-0.1092,-0.1787,-0.3625
570714700000011771,750.0000,161.0319,169.8875,1.0550,0.0814,-0.0209,58.9513,-0.1809,-0.2124,-0.1385,-0.2211,-0.1952
570714700000011788,750.0000,162.7625,167.0630,1.0264,0.0575,-0.0148,56.3073,-0.1750,-0.2232,-0.1485,-0.0688,-0.2225
570714700000011795,750.0000,162.8619,177.4972,1.0899,0.1470,-0.0203,58.8613,-0.1746,-0.1833,-0.1263,-0.2062,-0.1962
570714700000011801,750.0000,161.7124,169.6866,1.0493,0.0869,-0.0237,60.3680,-0.1785,-0.2131,-0.1404,-0.2896,-0.1806
570714700000011818,750.0000,161.5302,167.8155,1.0389,0.0757,0.0054,67.6088,-0.1792,-0.2203,-0.1441,0.4324,-0.1060
570714700000011825,599.0000,113.8176,138.6756,1.2184,0.1319,0.0169,44.5779,-0.3419,-0.3316,-0.0813,0.7184,-0.3434
570714700000011832,599.0000,121.4934,149.9683,1.2344,0.1684,0.0048,49.4080,-0.3157,-0.2884,-0.0757,0.4176,-0.2936
570714700000011849,600.0000,81.0615,112.2811,1.3851,0.2272,0.0216,36.7376,-0.4536,-0.4324,-0.0229,0.8353,-0.4242
570714700000011856,600.0000,100.9874,122.1118,1.2092,0.0968,0.0098,40.3806,-0.3857,-0.3948,-0.0845,0.5420,-0.3867
570714700000011863,600.0000,106.2809,126.7571,1.1927,0.0943,0.0108,41.9989,-0.3676,-0.3771,-0.0903,0.5672,-0.3700
570714700000011870,660.0000,118.5090,159.4400,1.3454,0.2727,-0.0012,53.6600,-0.3259,-0.2523,-0.0369,0.2682,-0.2498
570714700000011887,750.0000,152.6017,173.3494,1.1360,0.1001,-0.0198,57.5455,-0.2096,-0.1992,-0.1101,-0.1942,-0.2097
570714700000011894,750.0000,139.6205,163.3072,1.1697,0.1026,-0.0174,53.7736,-0.2539,-0.2375,-0.0983,-0.1330,-0.2486
570714700000011900,660.0000,124.4383,164.6580,1.3232,0.2662,-0.0117,53.2483,-0.3057,-0.2323,-0.0446,0.0089,-0.2540
570714700000012204,600.0000,113.4775,128.8926,1.1358,0.0955,-0.0238,41.5599,-0.3431,-0.3689,-0.1102,-0.2940,-0.3745
570714700000012211,750.0000,127.4049,148.7526,1.1676,0.0890,0.0108,52.6562,-0.2955,-0.2931,-0.0991,0.5663,-0.2601
570714700000012228,750.0000,133.5162,158.1243,1.1843,0.1096,-0.0522,53.3468,-0.2747,-0.2573,-0.0932,-0.9979,-0.2530
570714700000012235,750.0000,138.7554,158.4798,1.1422,0.0890,-0.0108,53.0637,-0.2568,-0.2559,-0.1080,0.0294,-0.2559
570714700000012242,750.0000,144.3538,170.5260,1.1813,0.1119,-0.0069,53.2425,-0.2377,-0.2099,-0.0943,0.1261,-0.2541
570714700000012259,750.0000,175.3271,187.2893,1.0682,0.0617,-0.0290,60.7740,-0.1321,-0.1459,-0.1338,-0.4217,-0.1765
570714700000012266,750.0000,177.0482,190.1718,1.0741,0.0775,-0.0303,58.9544,-0.1262,-0.1349,-0.1318,-0.4536,-0.1952
570714700000012273,550.0000,88.2360,120.6265,1.3671,0.2632,0.0008,36.4945,-0.4291,-0.4005,-0.0293,0.3195,-0.4267
570714700000012280,660.0000,132.0275,166.4159,1.2605,0.2112,-0.0116,58.2649,-0.2798,-0.2256,-0.0666,0.0106,-0.2023
570714700000012297,660.0000,126.5110,164.6776,1.3017,0.2544,-0.0126,58.6898,-0.2986,-0.2323,-0.0521,-0.0153,-0.1979
570714700000012303,660.0000,137.5718,172.0915,1.2509,0.2258,-0.0165,58.1107,-0.2609,-0.2040,-0.0699,-0.1117,-0.2039
570714700000012327,750.0000,133.3639,154.8364,1.1610,0.1121,-0.0022,49.2445,-0.2752,-0.2698,-0.1014,0.2432,-0.2953
570714700000012372,600.0000,106.9754,129.4464,1.2101,0.1260,-0.0013,41.8453,-0.3652,-0.3668,-0.0842,0.2654,-0.3716
570714700000012389,600.0000,116.1210,131.5106,1.1325,0.0768,-0.0058,42.8468,-0.3340,-0.3589,-0.1113,0.1531,-0.3612
570714700000012396,600.0000,119.3055,136.4366,1.1436,0.0830,0.0046,44.2305,-0.3232,-0.3401,-0.1075,0.4125,-0.3470
570714700000012402,600.0000,112.6807,128.5874,1.1412,0.0737,0.0042,42.4499,-0.3458,-0.3701,-0.1083,0.4017,-0.3653
570714700000012419,600.0000,107.2288,124.5969,1.1620,0.0956,-0.0001,41.7251,-0.3644,-0.3853,-0.1010,0.2967,-0.3728
570714700000012426,600.0000,106.5065,129.7154,1.2179,0.1558,-0.0183,44.5139,-0.3668,-0.3658,-0.0815,-0.1564,-0.3441
570714700000012433,750.0000,160.7304,172.2305,1.0715,0.0626,-0.0284,56.6371,-0.1819,-0.2034,-0.1327,-0.4083,-0.2191
570714700000012440,750.0000,158.4047,172.0417,1.0861,0.0648,-0.0249,58.6203,-0.1898,-0.2041,-0.1276,-0.3199,-0.1987
570714700000012457,750.0000,160.1269,170.3547,1.0639,0.0591,-0.0239,56.5355,-0.1839,-0.2106,-0.1353,-0.2954,-0.2201
570714700000012495,600.0000,152.5641,159.3818,1.0447,0.0762,-0.0281,51.4077,-0.2097,-0.2525,-0.1421,-0.3998,-0.2730
570714700000012501,450.0000,57.2170,102.5022,1.7915,0.6198,-0.0053,28.6566,-0.5349,-0.4697,0.1192,0.1661,-0.5075
570714700000012518,600.0000,93.5029,118.6240,1.2687,0.1483,-0.0165,54.4196,-0.4112,-0.4081,-0.0637,-0.1123,-0.2420
570714700000012525,600.0000,104.7707,131.3313,1.2535,0.1232,-0.0025,40.6839,-0.3727,-0.3596,-0.0690,0.2356,-0.3835
570714700000012532,750.0000,192.9451,192.4343,0.9974,0.0628,-0.0061,59.3518,-0.0720,-0.1263,-0.1586,0.1471,-0.1911
570714700000012549,750.0000,192.6598,194.0842,1.0074,0.0552,-0.0382,62.2610,-0.0730,-0.1200,-0.1551,-0.6515,-0.1611
570714700000012556,750.0000,182.1582,184.5741,1.0133,0.0575,-0.0110,61.3487,-0.1088,-0.1563,-0.1531,0.0248,-0.1705
570714700000012563,550.0000,74.9090,108.1502,1.4438,0.2266,-0.0101,36.3019,-0.4746,-0.4481,-0.0024,0.0467,-0.4287
570714700000012570,660.0000,118.7975,159.9193,1.3461,0.2653,-0.0193,53.8726,-0.3249,-0.2504,-0.0366,-0.1820,-0.2476
570714700000012624,150.0000,23.5986,35.3047,1.4961,0.4005,-0.0015,10.7004,-0.6496,-0.7263,0.0159,0.2603,-0.6926
570714700000012631,660.0000,110.3679,154.2654,1.3977,0.2798,-0.0211,50.5469,-0.3537,-0.2720,-0.0185,-0.2246,-0.2819
570714700000012648,660.0000,105.9876,152.4070,1.4380,0.3133,-0.0161,49.6709,-0.3686,-0.2791,-0.0045,-0.1020,-0.2909
570714700000012655,1000.0000,177.8121,240.8075,1.3543,0.2940,-0.0120,70.0678,-0.1236,0.0585,-0.0337,0.0001,-0.0807
570714700000012693,660.0000,117.9444,166.2792,1.4098,0.3497,-0.0056,51.3329,-0.3278,-0.2262,-0.0143,0.1605,-0.2738
570714700000012709,660.0000,126.6306,168.9053,1.3338,0.2936,-0.0069,53.2780,-0.2982,-0.2161,-0.0409,0.1266,-0.2537
570714700000012716,660.0000,118.3752,162.8409,1.3756,0.2892,-0.0428,50.5319,-0.3263,-0.2393,-0.0263,-0.7641,-0.2820
570714700000012778,750.0000,172.2493,186.0222,1.0800,0.1440,-0.0163,64.4565,-0.1426,-0.1508,-0.1297,-0.1057,-0.1385
570714700000012785,750.0000,196.8046,195.9808,0.9958,0.0632,-0.0173,60.7381,-0.0588,-0.1127,-0.1592,-0.1313,-0.1768
570714700000012792,660.0000,128.8910,165.1782,1.2815,0.2568,-0.0205,57.5368,-0.2905,-0.2304,-0.0592,-0.2121,-0.2098
570714700000012808,660.0000,143.4903,176.0266,1.2267,0.2206,-0.0181,58.2957,-0.2407,-0.1889,-0.0784,-0.1501,-0.2020
570714700000012815,660.0000,150.4870,161.6550,1.0742,0.0920,-0.0186,52.7675,-0.2168,-0.2438,-0.1317,-0.1643,-0.2590
570714700000012839,750.0000,141.6813,166.7371,1.1768,0.1238,0.0023,53.7285,-0.2469,-0.2244,-0.0958,0.3564,-0.2491
570714700000012846,750.0000,133.6730,155.3067,1.1618,0.1046,0.0394,53.4644,-0.2742,-0.2681,-0.1011,1.2765,-0.2518
570714700000012853,660.0000,138.8616,167.5541,1.2066,0.2462,-0.0221,51.3833,-0.2565,-0.2213,-0.0854,-0.2499,-0.2732
570714700000012860,660.0000,139.8752,170.0906,1.2160,0.2697,-0.0176,52.3611,-0.2530,-0.2116,-0.0821,-0.1379,-0.2632
570714700000012877,660.0000,155.5929,183.7503,1.1810,0.2338,-0.0046,54.5835,-0.1994,-0.1594,-0.0944,0.1841,-0.2403
570714700000012884,660.0000,139.4691,168.3103,1.2068,0.2892,-0.0103,50.4678,-0.2544,-0.2184,-0.0853,0.0433,-0.2827
570714700000012891,600.0000,116.7882,136.2530,1.1667,0.0968,-0.0129,42.8990,-0.3318,-0.3408,-0.0994,-0.0210,-0.3607
570714700000012907,750.0000,125.0472,151.4172,1.2109,0.0829,-0.0106,46.3109,-0.3036,-0.2829,-0.0839,0.0345,-0.3255
570714700000012914,750.0000,117.2084,147.1312,1.2553,0.0935,-0.0157,46.9537,-0.3303,-0.2993,-0.0684,-0.0918,-0.3189
570714700000012921,750.0000,115.4183,141.7032,1.2277,0.0951,-0.0152,50.7961,-0.3364,-0.3200,-0.0780,-0.0796,-0.2793
570714700000013034,2000.0000,387.8577,472.0960,1.2172,0.0842,0.0251,161.5167,0.5928,0.9417,-0.0817,0.9224,0.8619
570714700000013041,2000.0000,351.7104,442.4278,1.2579,0.1029,0.0323,154.1486,0.4695,0.8284,-0.0675,1.1005,0.7859
570714700000013058,2000.0000,306.4450,422.8662,1.3799,0.1786,0.1267,147.8763,0.3151,0.7537,-0.0248,3.4460,0.7213
570714700000013096,660.0000,136.5370,174.9161,1.2811,0.2572,-0.0162,56.1235,-0.2644,-0.1932,-0.0594,-0.1040,-0.2244
570714700000013102,660.0000,135.7775,158.9438,1.1706,0.1154,0.0016,49.9217,-0.2670,-0.2542,-0.0980,0.3391,-0.2883
570714700000013119,660.0000,130.4705,172.3438,1.3209,0.2744,0.0000,54.1106,-0.2851,-0.2030,-0.0454,0.2987,-0.2451
570714700000013126,750.0000,138.2703,163.0851,1.1795,0.0666,-0.0035,51.1301,-0.2585,-0.2383,-0.0949,0.2124,-0.2759
570714700000013133,750.0000,144.8387,164.6139,1.1365,0.0632,-0.0125,50.0897,-0.2361,-0.2325,-0.1099,-0.0126,-0.2866
570714700000013188,660.0000,115.8236,160.7190,1.3876,0.2774,-0.0131,51.1858,-0.3350,-0.2474,-0.0221,-0.0275,-0.2753
570714700000013201,750.0000,126.3695,144.9532,1.1471,0.0897,0.0011,48.0851,-0.2991,-0.3076,-0.1062,0.3266,-0.3072
570714700000013218,750.0000,134.4482,150.2344,1.1174,0.0739,-0.0134,47.0015,-0.2715,-0.2874,-0.1166,-0.0346,-0.3184
570714700000013232,600.0000,112.8239,137.2099,1.2161,0.1662,-0.0212,43.3590,-0.3453,-0.3372,-0.0821,-0.2292,-0.3560
570714700000013249,600.0000,119.4856,135.1993,1.1315,0.0813,-0.0238,51.3423,-0.3226,-0.3448,-0.1117,-0.2917,-0.2737
570714700000013270,600.0000,148.0358,162.8177,1.0999,0.1846,-0.0117,50.7945,-0.2252,-0.2394,-0.1228,0.0069,-0.2793
570714700000013287,600.0000,158.3180,165.6048,1.0460,0.1557,-0.0125,51.9644,-0.1901,-0.2287,-0.1416,-0.0110,-0.2673
570714700000013294,660.0000,107.2833,156.6483,1.4601,0.3623,-0.0221,50.5975,-0.3642,-0.2629,0.0033,-0.2508,-0.2813
570714700000013300,660.0000,104.7957,151.7230,1.4478,0.3112,-0.0256,49.3653,-0.3727,-0.2817,-0.0010,-0.3367,-0.2940
570714700000013317,660.0000,109.3054,150.5893,1.3777,0.2750,-0.0238,50.8683,-0.3573,-0.2861,-0.0256,-0.2937,-0.2786
570714700000013324,550.0000,71.8555,103.4082,1.4391,0.2792,0.0002,32.5421,-0.4850,-0.4662,-0.0041,0.3041,-0.4674
570714700000013331,550.0000,66.8224,98.1650,1.4690,0.2467,0.0012,31.2467,-0.5022,-0.4863,0.0064,0.3286,-0.4808
570714700000013348,550.0000,70.4638,102.2710,1.4514,0.2453,0.0028,32.8822,-0.4898,-0.4706,0.0002,0.3673,-0.4639
570714700000013355,900.0000,139.8129,171.4670,1.2264,0.1012,-0.0152,53.8408,-0.2532,-0.2063,-0.0785,-0.0798,-0.2479
570714700000013362,900.0000,145.2282,175.5160,1.2086,0.0950,-0.0035,55.8508,-0.2348,-0.1909,-0.0847,0.2122,-0.2272
570714700000013379,900.0000,152.4331,179.5031,1.1776,0.0767,0.0035,57.9316,-0.2102,-0.1757,-0.0956,0.3857,-0.2058
570714700000013386,660.0000,107.9771,131.4595,1.2175,0.1191,-0.0191,44.6462,-0.3618,-0.3591,-0.0816,-0.1760,-0.3427
570714700000013393,660.0000,108.5853,151.2371,1.3928,0.2993,-0.0161,50.3125,-0.3597,-0.2836,-0.0203,-0.1012,-0.2843
570714700000013409,660.0000,106.6006,135.9784,1.2756,0.1669,-0.0210,44.5307,-0.3665,-0.3419,-0.0613,-0.2226,-0.3439
570714700000013430,599.0000,103.1706,134.1073,1.2999,0.2021,-0.0133,46.2048,-0.3782,-0.3490,-0.0528,-0.0309,-0.3266
570714700000013485,750.0000,126.8210,142.6763,1.1250,0.0628,0.0130,47.4315,-0.2975,-0.3163,-0.1140,0.6212,-0.3140
570714700000013515,1000.0000,177.7221,208.0570,1.1707,0.0857,0.0101,68.9834,-0.1239,-0.0666,-0.0980,0.5490,-0.0918
570714700000013621,750.0000,135.4551,161.0302,1.1888,0.1384,-0.0058,54.4649,-0.2681,-0.2462,-0.0916,0.1554,-0.2415
570714700000013638,1650.0000,341.6100,380.8137,1.1148,0.1205,0.0348,124.4282,0.4350,0.5931,-0.1175,1.1622,0.4796
570714700000013669,660.0000,154.7715,182.4407,1.1788,0.2339,-0.0042,54.3783,-0.2022,-0.1644,-0.0951,0.1938,-0.2424
570714700000013676,660.0000,139.1605,175.9791,1.2646,0.2906,-0.0129,54.6312,-0.2555,-0.1891,-0.0651,-0.0232,-0.2398
570714700000013812,750.0000,129.3410,160.9224,1.2442,0.1281,-0.0181,58.2093,-0.2889,-0.2466,-0.0723,-0.1504,-0.2029
570714700000013829,750.0000,139.6565,164.5537,1.1783,0.0904,-0.0149,56.1657,-0.2538,-0.2327,-0.0953,-0.0713,-0.2240
570714700000013836,750.0000,138.5664,160.9881,1.1618,0.1084,-0.0045,53.0493,-0.2575,-0.2464,-0.1011,0.1861,-0.2561
570714700000013843,750.0000,143.3539,159.6906,1.1140,0.0870,0.0001,51.7348,-0.2412,-0.2513,-0.1178,0.3001,-0.2696
570714700000013881,660.0000,131.9110,167.6092,1.2706,0.2344,-0.0078,54.5159,-0.2802,-0.2211,-0.0630,0.1039,-0.2410
570714700000013898,660.0000,120.7350,165.2000,1.3683,0.2919,-0.0133,52.5651,-0.3183,-0.2303,-0.0288,-0.0312,-0.2611
570714700000013904,660.0000,110.3322,153.9765,1.3956,0.2866,-0.0060,51.8172,-0.3538,-0.2731,-0.0193,0.1491,-0.2688
570714700000013911,660.0000,115.0302,156.8706,1.3637,0.2905,-0.0049,51.8695,-0.3378,-0.2621,-0.0304,0.1758,-0.2682
570714700000013928,660.0000,101.0594,151.4185,1.4983,0.3463,-0.0216,49.0235,-0.3854,-0.2829,0.0166,-0.2385,-0.2976
570714700000013935,750.0000,126.5039,150.7220,1.1914,0.1047,0.0019,54.1808,-0.2986,-0.2856,-0.0907,0.3448,-0.2444
570714700000013942,750.0000,122.2882,148.0407,1.2106,0.1016,0.0115,56.1184,-0.3130,-0.2958,-0.0840,0.5837,-0.2244
570714700000013959,750.0000,204.2975,212.3808,1.0396,0.0847,-0.0439,67.3437,-0.0333,-0.0501,-0.1439,-0.7914,-0.1087
570714700000013966,750.0000,174.1900,192.0808,1.1027,0.0668,-0.0581,62.9175,-0.1360,-0.1276,-0.1218,-1.1461,-0.1544
570714700000013973,750.0000,200.6858,199.8037,0.9956,0.0639,-0.0417,61.7379,-0.0456,-0.0981,-0.1592,-0.7380,-0.1665
570714700000014178,660.0000,102.1782,148.9808,1.4580,0.3167,-0.0141,50.9078,-0.3816,-0.2922,0.0026,-0.0508,-0.2781
570714700000014215,660.0000,165.1110,187.7384,1.1370,0.1648,-0.0082,57.8134,-0.1669,-0.1442,-0.1097,0.0951,-0.2070
570714700000014222,660.0000,161.5043,188.7916,1.1690,0.1784,-0.0045,59.3959,-0.1792,-0.1402,-0.0986,0.1866,-0.1907
570714700000014239,660.0000,163.2834,185.1568,1.1340,0.1582,-0.0050,57.7091,-0.1732,-0.1541,-0.1108,0.1744,-0.2081
570714700000014284,660.0000,121.5111,152.3520,1.2538,0.1810,0.0060,48.6016,-0.3157,-0.2793,-0.0689,0.4463,-0.3019
570714700000014291,660.0000,125.2900,147.2424,1.1752,0.1040,-0.0004,50.2826,-0.3028,-0.2988,-0.0964,0.2885,-0.2846
570714700000014307,660.0000,133.4695,151.7910,1.1373,0.0913,0.0007,49.8149,-0.2749,-0.2815,-0.1097,0.3161,-0.2894
570714700000014314,660.0000,126.8919,166.1474,1.3094,0.2457,-0.0033,56.3230,-0.2973,-0.2267,-0.0495,0.2174,-0.2223
570714700000014321,660.0000,126.6468,167.8567,1.3254,0.2749,-0.0071,55.8437,-0.2981,-0.2201,-0.0439,0.1215,-0.2273
570714700000014338,660.0000,59.4449,129.3391,2.1758,0.6440,-0.0265,48.4404,-0.5273,-0.3672,0.2537,-0.3605,-0.3036
570714700000105814,850.0000,187.1390,217.2582,1.1609,0.2112,0.0005,61.8473,-0.0918,-0.0315,-0.1014,0.3115,-0.1654
570714700000105821,850.0000,213.2521,224.4151,1.0523,0.1188,0.0037,67.5984,-0.0027,-0.0041,-0.1394,0.3914,-0.1061
570714700000105838,850.0000,210.8963,222.1755,1.0535,0.1312,-0.0229,70.9159,-0.0108,-0.0127,-0.1390,-0.2704,-0.0719
570714700000105883,600.0000,102.6453,124.9046,1.2169,0.1130,-0.0166,41.8123,-0.3800,-0.3842,-0.0818,-0.1143,-0.3719
570714700000106682,900.0000,155.4123,194.9810,1.2546,0.1259,-0.0058,64.3913,-0.2000,-0.1165,-0.0686,0.1541,-0.1392
570714700000106699,900.0000,147.5727,192.7004,1.3058,0.1475,-0.0070,65.6325,-0.2268,-0.1253,-0.0507,0.1238,-0.1264
570714700000106958,225.0000,34.4187,48.3852,1.4058,0.2174,0.0056,15.5235,-0.6127,-0.6764,-0.0157,0.4365,-0.6428
570715000000083464,55.0000,3.7950,8.6801,2.2872,0.3290,-0.0023,3.5073,-0.7172,-0.8280,0.2927,0.2421,-0.7667
570715000000084607,2300.0000,696.8001,710.3645,1.0195,0.0663,-0.0017,228.2026,1.6465,1.8516,-0.1509,0.2569,1.5492
570715000000084652,2300.0000,701.1217,706.9164,1.0083,0.0876,-0.0876,252.0450,1.6613,1.8384,-0.1548,-1.8782,1.7949
570715000000088513,200.0000,20.7089,35.1743,1.6985,0.4320,0.0106,10.9314,-0.6595,-0.7268,0.0867,0.5615,-0.6902
570715000000088643,3600.0000,1363.1452,1245.5611,0.9137,0.1034,-0.0011,449.9852,3.9192,3.8954,-0.1879,0.2708,3.8351
570715000000088667,3600.0000,1411.2128,1250.0133,0.8858,0.0802,0.0105,487.3493,4.0832,3.9124,-0.1977,0.5589,4.2202
570715000000088810,2300.0000,793.9216,723.4305,0.9112,0.0553,-0.0320,237.6499,1.9778,1.9015,-0.1888,-0.4962,1.6466
570715000000088827,2300.0000,709.2786,700.8591,0.9881,0.0547,-0.0509,231.0204,1.6891,1.8153,-0.1618,-0.9661,1.5782
570715000000088858,2300.0000,801.7207,733.0256,0.9143,0.0742,-0.0287,253.7374,2.0044,1.9382,-0.1877,-0.4157,1.8124
570715000000088865,2300.0000,756.5337,720.2227,0.9520,0.0688,-0.0425,236.3337,1.8502,1.8893,-0.1745,-0.7585,1.6330
570715000000088872,2300.0000,782.7392,724.9966,0.9262,0.0631,-0.0360,242.5416,1.9396,1.9075,-0.1835,-0.5958,1.6970
570715000000089336,2300.0000,664.5167,694.3398,1.0449,0.1127,-0.0283,235.7709,1.5364,1.7904,-0.1420,-0.4058,1.6272
570715000000091681,2000.0000,191.5425,262.4670,1.3703,0.3051,-0.0648,104.8289,-0.0768,0.1412,-0.0281,-1.3123,0.2776
570715000000107078,850.0000,137.6633,165.3471,1.2011,0.1444,0.0123,55.8763,-0.2606,-0.2297,-0.0873,0.6040,-0.2269
570715000000125539,2300.0000,665.5714,699.8691,1.0515,0.1406,0.2485,236.0494,1.5400,1.8115,-0.1397,6.4716,1.6301
570715000000125546,2300.0000,703.0029,691.9385,0.9843,0.0605,-0.0007,255.2935,1.6677,1.7812,-0.1632,0.2816,1.8284
570715000000125591,2300.0000,639.3002,605.2490,0.9467,0.0675,0.0012,223.5685,1.4504,1.4502,-0.1763,0.3283,1.5014
570715000000125614,2300.0000,655.5775,611.5464,0.9328,0.0537,-0.0005,236.7934,1.5059,1.4742,-0.1812,0.2862,1.6377
570715000000125621,2300.0000,605.7741,609.9219,1.0068,0.1301,-0.2062,217.4401,1.3360,1.4680,-0.1553,-4.8258,1.4383
570715000000125638,2300.0000,554.4738,582.0195,1.0497,0.0799,0.1782,219.6472,1.1611,1.3615,-0.1403,4.7250,1.4610
570715000000125652,2300.0000,520.9640,552.3346,1.0602,0.0728,-0.0266,224.5852,1.0468,1.2481,-0.1366,-0.3617,1.5119
570715000000125669,2300.0000,535.2358,551.2170,1.0299,0.0705,-0.0215,205.5309,1.0955,1.2439,-0.1472,-0.2357,1.3155
570715000000125683,2300.0000,548.9165,565.6603,1.0305,0.1174,-0.2042,203.6795,1.1421,1.2990,-0.1470,-4.7747,1.2964
570715000000125706,2300.0000,551.2419,564.7236,1.0245,0.0917,-0.0129,215.1827,1.1501,1.2954,-0.1491,-0.0213,1.4150
570715000000128905,3600.0000,1456.5765,1249.1467,0.8576,0.0854,-0.0009,477.5277,4.2379,3.9091,-0.2075,0.2768,4.1189
570715000000161001,3000.0000,1144.8128,1008.9452,0.8813,0.0535,-0.1536,338.0039,3.1746,2.9918,-0.1992,-3.5173,2.6809
570715000000161018,3000.0000,1059.3393,982.8861,0.9278,0.0776,0.0000,416.2559,2.8830,2.8923,-0.1829,0.2984,3.4874
570715000000161025,3000.0000,1128.8008,1004.2296,0.8896,0.0898,-0.1926,340.2383,3.1200,2.9738,-0.1963,-4.4860,2.7039
570715000000161032,3000.0000,1068.9347,970.2199,0.9077,0.0723,-0.1590,348.4306,2.9158,2.8440,-0.1900,-3.6529,2.7884
570715000000161049,3000.0000,1108.2672,964.3432,0.8701,0.0578,-0.0453,320.4368,3.0499,2.8215,-0.2031,-0.8270,2.4998
570715000000161056,3000.0000,1036.5563,967.4381,0.9333,0.0889,0.0000,413.5667,2.8053,2.8333,-0.1810,0.2984,3.4597
571313161170169150,2000.0000,534.4541,537.3307,1.0054,0.0849,-0.0351,204.2433,1.0928,1.1908,-0.1558,-0.5738,1.3023
571313161170169709,2000.0000,546.7434,539.3514,0.9865,0.0846,-0.0229,199.2645,1.1347,1.1985,-0.1624,-0.2702,1.2509
