n_clients,k_global,crounds,silhouette
13,3,4,0.29594603370524925
13,3,5,0.30724638926053754
13,3,6,0.3074839886141893
13,3,7,0.3077435229246246
13,3,8,0.3077435229246246
13,3,9,0.3077435229246246
13,4,3,0.26630594976148425
13,4,4,0.22632195883753708
13,4,5,0.2627634006317989
13,4,6,0.2905881548786114
13,4,7,0.29493342663562166
13,4,8,0.2941215426700786
13,4,9,0.2933624484903012
13,5,3,0.277160788401758
13,5,4,0.29771614270065483
13,5,5,0.24337909172992542
13,5,6,0.229430071229926
13,5,7,0.24167805641773044
13,5,8,0.2549585820678423
13,5,9,0.2786551596872033
13,6,3,0.2705355030288518
13,6,4,0.23273015693262508
13,6,5,0.26202102625479673
13,6,6,0.2683430320158506
13,6,7,0.289199293273468
13,6,8,0.2078743538188651
13,6,9,0.28697017107526707
13,7,3,0.2932021868409268
13,7,4,0.28236275881033424
13,7,5,0.2915505741589691
13,7,6,0.2957381603903966
13,7,7,0.2814179581686643
13,7,8,0.25456657224493845
13,7,9,0.28311431235255646
14,2,3,0.37342785178954996
14,2,4,0.37694008179039196
14,2,5,0.37659604373332806
14,2,6,0.380875028049328
14,2,7,0.3841450764866306
14,2,8,0.3849023937070504
14,2,9,0.3852997220160818
14,3,3,0.39546385249012234
14,3,4,0.3983551057222106
14,3,5,0.3994561280202143
14,3,6,0.39921774409057903
14,3,7,0.3994561280202143
14,3,8,0.3925316949554028
14,3,9,0.3994561280202143
14,4,3,0.2821923041213323
14,4,4,0.2850351770049728
14,4,5,0.28784448880419333
14,4,6,0.29082136702842976
14,4,7,0.26460860357000304
14,4,8,0.21406544321671814
14,4,9,0.23395387282336244
14,5,3,0.29761059970383474
14,5,4,0.30354181235706634
14,5,5,0.301321564984774
14,5,6,0.30037205474267675
14,5,7,0.300444846929395
14,5,8,0.30037205474267675
14,5,9,0.27430006555153535
14,6,3,0.28599226452523624
14,6,4,0.290948932598825
14,6,5,0.2930011017915317
14,6,6,0.2930011017915317
14,6,7,0.29347616272870686
14,6,8,0.2932055576834094
14,6,9,0.2893889500648462
14,7,3,0.26506976777271607
14,7,4,0.26624042426211947
14,7,5,0.2714306521411878
14,7,6,0.2899576655816954
14,7,7,0.2824295934771818
14,7,8,0.27349421008629776
14,7,9,0.2635280265628198
