n_clients,k_global,crounds,silhouette
8,7,7,0.3062538548716874
8,7,8,0.29118738929095983
8,7,9,0.3079820725973364
8,8,3,0.30935776760998185
8,8,4,0.31176745035961045
8,8,5,0.30075802309916694
8,8,6,0.29260742874415957
8,8,7,0.28027067665060285
8,8,8,0.3149216186360004
8,8,9,0.29430172298376484
8,9,3,0.3110404194760455
8,9,4,0.30050225449672646
8,9,5,0.3061217860430092
8,9,6,0.2813906991883566
8,9,7,0.30287925698518536
8,9,8,0.3109646568689206
8,9,9,0.3147629138389995
9,3,3,0.3678262865600369
9,3,4,0.36792816926077426
9,3,5,0.36721771664223374
9,3,6,0.36721771664223374
9,3,7,0.36721771664223374
9,3,8,0.36721771664223374
9,3,9,0.36721771664223374
9,4,3,0.2873922920516483
9,4,4,0.2870828057432157
9,4,5,0.3691716076964883
9,4,6,0.37825197105670205
9,4,7,0.31417951897155133
9,4,8,0.3106946404169212
9,4,9,0.30788639943392987
9,5,3,0.3554866801030526
9,5,4,0.35752293414075803
9,5,5,0.35504530008900576
9,5,6,0.3643227416342005
9,5,7,0.28939271007986433
9,5,8,0.33491257489472337
9,5,9,0.3373983902090873
9,6,3,0.2694284285030111
9,6,4,0.33461419445380197
9,6,5,0.30841214825358504
9,6,6,0.3392287141258172
9,6,7,0.29726758475320253
9,6,8,0.331521646144626
9,6,9,0.3395826607953518
9,7,3,0.28606179048458136
9,7,4,0.3274827786886907
9,7,5,0.30985063330421997
9,7,6,0.3216496368492086
9,7,7,0.3219795516332108
9,7,8,0.32079609598845105
9,7,9,0.2995908384558107
9,8,3,0.28897679449535313
9,8,4,0.29897566150550914
9,8,5,0.29902687838484177
9,8,6,0.2983431128114805
9,8,7,0.304039369857808
9,8,8,0.2992651211091047
9,8,9,0.2585090015016612
9,9,3,0.26929023195622837
9,9,4,0.31178278335871834
9,9,5,0.28977492812108846
9,9,6,0.2883454163042622
9,9,7,0.2946909243547008
9,9,8,0.27414157307650533
9,9,9,0.3068093177378575
