n_clients,k_global,crounds,silhouette
7,5,4,0.3834791266938498
7,5,5,0.379739607963577
7,5,6,0.36624285276408414
7,5,7,0.342917518612836
7,5,8,0.37906285494386527
7,5,9,0.38072461381071115
7,6,3,0.30448861273514005
7,6,4,0.30560757718471243
7,6,5,0.3078014591315668
7,6,6,0.30823056188779907
7,6,7,0.30880942649484733
7,6,8,0.3089378345702968
7,6,9,0.3089378345702968
7,7,3,0.3053545225212591
7,7,4,0.3061443031218889
7,7,5,0.3111443194602059
7,7,6,0.31070425924172546
7,7,7,0.3084950838649844
7,7,8,0.30617574660037167
7,7,9,0.3047535080474112
8,3,3,0.30915290315725996
8,3,4,0.29871649537084793
8,3,5,0.3197630150583975
8,3,6,0.359008395375231
8,3,7,0.3818946414316387
8,3,8,0.38737969877529815
8,3,9,0.38845378330981206
8,4,3,0.39228315246594275
8,4,4,0.3940417972946162
8,4,5,0.39228315246594275
8,4,6,0.39228315246594275
8,4,7,0.39228315246594275
8,4,8,0.37908667935440044
8,4,9,0.37783325412786894
8,5,3,0.3481353321421645
8,5,4,0.37232774667415813
8,5,5,0.38096619820256855
8,5,6,0.3812128069004356
8,5,7,0.3277399144448149
8,5,8,0.33603896082715234
8,5,9,0.33525792570349205
8,6,3,0.31264385000634803
8,6,4,0.317035634267801
8,6,5,0.31776068517987316
8,6,6,0.3161446095509916
8,6,7,0.3061437118364134
8,6,8,0.31794112569757504
8,6,9,0.31776068517987316
8,7,3,0.3124144482940163
8,7,4,0.3107870114053805
8,7,5,0.3089764233407953
8,7,6,0.2887989584565034
8,7,7,0.29394634646268664
8,7,8,0.3099049802554983
8,7,9,0.30924857849607434
9,3,3,0.38737969877529815
9,3,4,0.38845378330981206
9,3,5,0.388436600714479
9,3,6,0.3884747164614627
9,3,7,0.38868063298155275
9,3,8,0.389081414598066
9,3,9,0.3894483309940427
9,4,3,0.3940417972946162
9,4,4,0.39228315246594275
9,4,5,0.39228315246594275
9,4,6,0.39228315246594275
9,4,7,0.39228315246594275
9,4,8,0.39228315246594275
9,4,9,0.39406344214314465
9,5,3,0.30209186288975265
9,5,4,0.2781671560542517
9,5,5,0.3678932427748542
9,5,6,0.37611075980194353
9,5,7,0.37894060873902624
9,5,8,0.37876233484856936
9,5,9,0.3754237620681215
9,6,3,0.30019069452181757
9,6,4,0.3004331374294337
9,6,5,0.2999515868766631
9,6,6,0.2998953405222491
9,6,7,0.3674633376151951
9,6,8,0.32423871271971694
9,6,9,0.2757911377366121
9,7,3,0.31201636950116013
9,7,4,0.28591108097740525
9,7,5,0.31040174864866504
9,7,6,0.25661520740992944
9,7,7,0.29084762919750523
9,7,8,0.23719835329485559
9,7,9,0.3022008976841119
10,3,3,0.38845378330981206
10,3,4,0.388436600714479
10,3,5,0.3885099438761312
10,3,6,0.389081414598066
10,3,7,0.3894483309940427
10,3,8,0.3894941739240939
10,3,9,0.3894941739240939
10,4,3,0.3618569240295045
10,4,4,0.3618569240295045
10,4,5,0.3618569240295045
10,4,6,0.3618569240295045
10,4,7,0.3618569240295045
10,4,8,0.3618569240295045
10,4,9,0.3618569240295045
10,5,3,0.37403144629844665
10,5,4,0.37400981256061283
10,5,5,0.3699678255851268
10,5,6,0.3604561266168832
10,5,7,0.3545182004363311
10,5,8,0.3698815061962195
10,5,9,0.30427125336547245
10,6,3,0.3404509553390502
10,6,4,0.32716063770465664
10,6,5,0.3495574608379955
10,6,6,0.34411436050859523
10,6,7,0.34231543175073137
10,6,8,0.2833481645544958
10,6,9,0.22854525163690181
10,7,3,0.2871402083440513
10,7,4,0.32032250828853404
10,7,5,0.2971619894529967
10,7,6,0.27811143607697214
10,7,7,0.27907636481192494
10,7,8,0.29708334045981866
10,7,9,0.2711790894899446
11,3,3,0.39182750178498604
11,3,4,0.3912051677726303
11,3,5,0.39033584330799825
11,3,6,0.3899946469366601
11,3,7,0.3894941739240939
11,3,8,0.3894941739240939
11,3,9,0.3894941739240939
11,4,3,0.35620219758307187
11,4,4,0.35752148525795185
11,4,5,0.38383346211033215
11,4,6,0.3893917633560308
11,4,7,0.39268421770835527
11,4,8,0.3935050832904714
11,4,9,0.3935050832904714
11,5,3,0.3703165259100384
11,5,4,0.3703165259100384
11,5,5,0.3703165259100384
11,5,6,0.3703165259100384
11,5,7,0.3703165259100384
11,5,8,0.3703165259100384
11,5,9,0.3703165259100384
11,6,3,0.33565488700401
11,6,4,0.32851458358367164
11,6,5,0.3602649462594413
11,6,6,0.35435124233749443
11,6,7,0.3447925098428424
11,6,8,0.234626338201422
11,6,9,0.2905184824442715
11,7,3,0.3057747317625505
11,7,4,0.324742171422677
11,7,5,0.3116499022695661
11,7,6,0.29847624558076735
11,7,7,0.29199205324050637
11,7,8,0.2950344446152183
11,7,9,0.29731526392690366
12,3,3,0.3829763386519584
12,3,4,0.38693050515271427
12,3,5,0.39182750178498604
12,3,6,0.3912051677726303
12,3,7,0.3907100638602098
12,3,8,0.39033584330799825
12,3,9,0.3899946469366601
12,4,3,0.37068267434468216
12,4,4,0.37234140519767744
12,4,5,0.3926083822697326
12,4,6,0.39257429726581006
12,4,7,0.3935050832904714
12,4,8,0.39158565811055657
12,4,9,0.39158565811055657
12,5,3,0.37930941765949866
12,5,4,0.37863094446209966
12,5,5,0.37914088352882597
12,5,6,0.3782406835810099
12,5,7,0.3776326573025477
12,5,8,0.3776326573025477
12,5,9,0.3776326573025477
12,6,3,0.2780805720145759
12,6,4,0.2853002434062631
12,6,5,0.2572965017515782
12,6,6,0.2963836241180474
12,6,7,0.2930769511346669
12,6,8,0.2912492651453187
12,6,9,0.29090243614306593
12,7,3,0.28170347296713605
12,7,4,0.3048347591317603
12,7,5,0.30898659451326377
12,7,6,0.3110622660623691
12,7,7,0.311170951514274
12,7,8,0.312858410861191
12,7,9,0.30906644294207436
13,3,3,0.39033584330799825
13,3,4,0.3899946469366601
13,3,5,0.3899946469366601
13,3,6,0.3899946469366601
13,3,7,0.3899946469366601
13,3,8,0.3899946469366601
13,3,9,0.3899946469366601
13,4,3,0.35403703949606274
13,4,4,0.3337137576716241
13,4,5,0.3741864840052494
13,4,6,0.3827565094973404
13,4,7,0.38428711805429683
13,4,8,0.3864030803171395
13,4,9,0.38694327116676486
13,5,3,0.36307138541422646
13,5,4,0.3678751537553596
13,5,5,0.3584983017854124
13,5,6,0.35486420764337834
13,5,7,0.3544954032621799
13,5,8,0.3480767783909829
13,5,9,0.3361838519485364
13,6,3,0.27983359485070924
13,6,4,0.280990967290989
13,6,5,0.26393328591355775
13,6,6,0.2891833212615811
13,6,7,0.2964893945975294
13,6,8,0.2965763970701046
13,6,9,0.3371067603681634
13,7,3,0.26328273709016586
13,7,4,0.3043853123264921
13,7,5,0.29311409683702155
13,7,6,0.28899101985390463
13,7,7,0.2904285341155416
13,7,8,0.267735998766499
13,7,9,0.2965581086608425
14,3,3,0.38820886730580884
14,3,4,0.38780926617065653
14,3,5,0.3888646870182759
14,3,6,0.3899875525040127
14,3,7,0.3899875525040127
14,3,8,0.3899875525040127
14,3,9,0.22657922345215675
14,4,3,0.30682327215394095
14,4,4,0.3071870568625655
14,4,5,0.3071870568625655
14,4,6,0.3147722357282561
14,4,7,0.36756828767603217
14,4,8,0.38906469944108923
14,4,9,0.37277656484614563
14,5,3,0.2898005670207822
14,5,4,0.3085757888098544
14,5,5,0.38274922824017826
14,5,6,0.3817953407676684
14,5,7,0.37913681413792166
14,5,8,0.3790271860568202
14,5,9,0.3782406835810099
14,6,3,0.3530861165403306
14,6,4,0.3046177975088389
14,6,5,0.36726000769966227
14,6,6,0.26798417355484033
14,6,7,0.30693199807123117
14,6,8,0.31183402890234646
14,6,9,0.3006488424662213
14,7,3,0.3193139280883304
14,7,4,0.31336532064145406
14,7,5,0.31234060600658026
14,7,6,0.27919479320049645
14,7,7,0.29269814515710973
14,7,8,0.29349117910672934
14,7,9,0.2889327095029521
