GSRN,Cluster
570714700000011887,5
570714700000012433,5
570714700000012440,5
570714700000014239,1
570714700000014222,1
570714700000012457,5
570714700000014215,1
570714700000005367,1
570714700000005374,1
570714700000005343,1
571313174000839574,1
571313174000839604,1
571313174000839611,1
570714700000001048,1
570714700000001079,1
570714700000003257,1
570714700000005329,1
570714700000008092,0
570714700000003240,1
570714700000005312,1
570714700000003233,1
570714700000005923,2
570714700000003295,1
570714700000003370,1
570714700000012556,1
570714700000012549,1
570714700000012532,1
570714700000003288,1
570714700000003387,1
570714700000003394,1
570714700000012235,0
570714700000105883,0
570714700000012228,0
571313174000828844,1
570714700000011870,0
570714700000012211,0
570714700000008962,0
570714700000011726,0
570714700000011221,0
570714700000013942,0
570714700000009556,0
570714700000011733,0
570714700000012709,0
570714700000105838,1
570714700000013935,0
570714700000003400,1
570714700000105821,1
571313174000828837,1
570714700000105814,1
570714700000012693,0
570714700000003417,1
570714700000003493,1
570714700000012655,1
570714700000012716,0
570715000000088872,0
570714700000003486,1
570714700000003479,1
570715000000088865,0
570715000000088858,0
570714700000009952,0
570715000000088810,0
570714700000005497,1
570714700000012426,0
570714700000011139,0
570714700000005480,1
570714700000005473,1
570714700000012273,0
570714700000010194,0
570714700000010217,0
570714700000010200,0
570714700000011276,0
570714700000006081,1
570714700000000997,1
570714700000003264,1
570714700000003271,1
570714700000002502,0
570714700000011719,0
570714700000002489,0
570714700000006333,0
570714700000002496,0
570714700000000850,0
570714700000010835,0
570714700000010842,0
570714700000009587,0
571313174001657979,0
571313174001657962,0
571313174001657931,0
570714700000010859,0
570714700000002137,0
570714700000008146,3
570714700000002144,0
571313174000832759,3
571313174000832742,3
570714700000006074,1
571313174000832711,3
570714700000012259,0
570714700000006067,1
570714700000010637,0
570714700000012266,0
570714700000010644,0
570714700000005275,1
570714700000010606,0
570714700000010613,0
570714700000005268,1
570714700000010620,0
570714700000005251,1
570714700000002847,0
570714700000005817,1
570714700000011245,0
570714700000012204,0
570714700000011184,0
570714700000007682,0
570714700000011177,0
570714700000011696,0
570714700000011689,0
570714700000009785,0
570714700000010934,0
570714700000002830,0
570715000000088513,0
570714700000011238,0
570714700000011160,0
570714700000011153,0
570714700000013959,0
570714700000000881,0
570714700000013966,0
570714700000013973,0
570714700000010958,3
570714700000007651,3
570714700000010965,3
570714700000010972,3
570714700000012624,0
570715000000161025,1
570715000000161001,1
570714700000012921,0
570714700000012914,0
570714700000012907,0
570714700000008474,0
570714700000013485,0
570715000000161018,1
570714700000003363,0
570714700000013201,0
570714700000003356,0
570714700000003349,0
570714700000013218,0
570715000000161032,1
570715000000161056,1
570715000000161049,1
570714700000013287,0
570714700000013270,0
570714700000008016,3
570714700000005978,1
570714700000005961,1
570714700000002168,0
570714700000002175,0
570714700000008757,0
570714700000002151,0
570714700000002205,0
570714700000002199,0
570714700000002182,0
570714700000012853,3
570714700000012860,3
570714700000013676,3
570714700000012884,3
570714700000012877,3
570714700000013669,3
570714700000009419,3
570714700000010811,3
570714700000010804,3
570714700000010774,3
570715000000089336,0
570715000000088827,0
570714700000003424,3
570714700000012785,3
570714700000012778,3
570714700000009426,3
570714700000009808,3
570714700000011207,3
570714700000002854,3
570714700000011214,3
570714700000008702,3
570714700000007637,0
570714700000008955,3
570714700000006876,3
570714700000009037,3
570714700000007934,3
570714700000010163,3
570714700000002090,3
570714700000010170,3
