GSRN,residual_mse,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,fft_0,fft_1,fft_2,fft_3,fft_4
570714700000011856,0.025444623683849,0.14099833333333334,0.11966692307692307,0.18772944444444445,0.1912431111111111,0.20120322222222223,0.2125473333333333,0.1723325,0.15430222222222223,0.16622729166666667,0.17594564814814814,0.14273211111111112,0.1326347619047619,0.1561051388888889,0.22472411111111112,0.22657764705882352,0.16895864583333334,0.16578197916666668,0.11257833333333332,0.11718935897435898,0.1174923076923077,0.12742416666666667,0.17585552083333333,0.21276666666666666,0.17439690476190475,3.9774136835616725,0.17593855834304398,0.20061660427070893,0.36778976339499253,0.21803298686533615
570714700000011863,0.027311524671293424,0.14882589743589741,0.13384179487179487,0.20384455555555556,0.20416955555555555,0.21194077777777778,0.2182247777777778,0.18064607142857142,0.16563533333333333,0.1735240625,0.19004166666666666,0.15385600000000002,0.14200071428571429,0.16782430555555558,0.23138588888888886,0.23829656862745097,0.17677708333333333,0.17847822916666667,0.1270501282051282,0.1255702564102564,0.13474897435897437,0.14131,0.18708645833333334,0.2273501111111111,0.18047238095238094,4.242901592131725,0.1623731561442133,0.19678881683101165,0.3462299334106752,0.2332817708944292
570714700000011900,0.04228748902345406,0.15674825174825174,0.1461072261072261,0.24711111111111111,0.23521212121212123,0.22727272727272724,0.21088888888888888,0.17691558441558444,0.16084848484848485,0.17851325757575756,0.19887205387205387,0.18201010101010104,0.14875541125541125,0.17373737373737375,0.2542525252525253,0.26117647058823534,0.1878409090909091,0.18991477272727272,0.118986013986014,0.13835664335664336,0.11307692307692309,0.13141098484848485,0.18755681818181819,0.21435353535353535,0.16749999999999998,4.407418189517454,0.23860743571726784,0.3585699351482816,0.26452850835117137,0.3206596238075885
570714700000012242,0.035508802713555054,0.17628717948717948,0.16407179487179488,0.22871111111111112,0.24554666666666666,0.23818666666666666,0.25967111111111113,0.23679999999999998,0.21954666666666667,0.21910833333333332,0.21726666666666666,0.15655111111111114,0.15702857142857143,0.16908888888888893,0.2572622222222222,0.2688078431372549,0.21421666666666667,0.214125,0.15308717948717948,0.1477025641025641,0.1470974358974359,0.16473333333333334,0.227525,0.25077333333333335,0.2004,4.933595346189758,0.2440871857339234,0.2074576028737777,0.43470866838453176,0.2682838115276884
570714700000012280,0.042296645281152505,0.1558974358974359,0.16448717948717947,0.17814141414141413,0.2285151515151515,0.23772727272727273,0.24015151515151514,0.2302056277056277,0.2035353535353535,0.22162878787878787,0.23287037037037037,0.17957575757575758,0.1745021645021645,0.17204545454545458,0.2545959595959596,0.25357397504456325,0.1955965909090909,0.20013257575757576,0.13812354312354314,0.13814685314685315,0.11652680652680653,0.13922348484848485,0.19893939393939394,0.2547070707070707,0.20702380952380953,4.715873548156637,0.33163185810954965,0.13283180131415395,0.416314392216993,0.2575749398590222
570714700000012297,0.04253295208344223,0.16324009324009323,0.1631818181818182,0.17939393939393936,0.22428282828282828,0.22862626262626262,0.24070707070707073,0.22891774891774894,0.20142424242424242,0.21076704545454547,0.22866161616161618,0.17871717171717172,0.1705844155844156,0.16349747474747475,0.24417171717171718,0.2511140819964349,0.1900284090909091,0.19770833333333335,0.12893939393939394,0.13875291375291376,0.11022144522144522,0.1268844696969697,0.1893844696969697,0.24826262626262624,0.20505411255411257,4.6125237001560535,0.3446767057211705,0.15314061012800353,0.40469600461471794,0.23707708090058824
570714700000012303,0.04537210225191202,0.18085081585081586,0.18621212121212122,0.25375757575757574,0.23422222222222225,0.23512121212121212,0.2515959595959596,0.24392857142857144,0.2185959595959596,0.21821969696969698,0.23814814814814816,0.19205050505050505,0.16606060606060605,0.1793560606060606,0.2588787878787879,0.2608823529411765,0.20192234848484847,0.21392045454545455,0.1391841491841492,0.14674825174825173,0.12089743589743589,0.13521780303030304,0.20337121212121212,0.265,0.2151839826839827,4.959326233135057,0.3663104938139996,0.23028811704250216,0.3664880846186432,0.23658980639000216
570714700000012327,0.02932516228296345,0.14466666666666667,0.1474358974358974,0.19496,0.20513777777777778,0.21303111111111112,0.22021333333333332,0.20316190476190474,0.19749333333333335,0.20350833333333335,0.1957925925925926,0.15041777777777776,0.1463142857142857,0.1694888888888889,0.23804444444444445,0.24896470588235295,0.19186666666666669,0.18973333333333334,0.14102564102564102,0.12866666666666665,0.11725128205128205,0.14595,0.20058333333333334,0.21454222222222222,0.1660095238095238,4.374259722162369,0.23451983711974778,0.17748197833843576,0.3810247072291094,0.24527769464757893
570714700000012372,0.026361849145368058,0.18964102564102564,0.19052564102564104,0.19367777777777778,0.20734444444444444,0.19669999999999999,0.20613333333333334,0.18163095238095237,0.1776888888888889,0.21680208333333334,0.1996203703703704,0.18356666666666666,0.18051190476190476,0.21109722222222224,0.26353333333333334,0.27328431372549017,0.18797916666666667,0.1760625,0.12321794871794871,0.12079487179487179,0.12605128205128205,0.15982291666666668,0.211375,0.22308888888888886,0.2023452380952381,4.602495770786947,0.20228747191771052,0.3466887711279599,0.3430847200668981,0.20325071768941855
570714700000012389,0.027944290711353247,0.19425641025641024,0.19233333333333333,0.21301111111111112,0.2240111111111111,0.21377777777777776,0.22428888888888887,0.19802380952380952,0.17953333333333335,0.22370833333333334,0.2057314814814815,0.18158888888888888,0.1796904761904762,0.2207361111111111,0.28053333333333336,0.2822647058823529,0.19877083333333334,0.17879166666666665,0.12747435897435896,0.1382820512820513,0.13043589743589742,0.16032291666666668,0.22073958333333335,0.22747777777777778,0.20780952380952383,4.803593714836362,0.21979082486326787,0.34512141360681403,0.36772562110050616,0.20612491977700156
570714700000012396,0.03426745403004113,0.16534615384615386,0.1366153846153846,0.2521222222222222,0.23547777777777779,0.2359777777777778,0.22977777777777778,0.18705952380952381,0.16426666666666667,0.2005625,0.20434259259259258,0.17227777777777778,0.14823809523809525,0.15665277777777778,0.24083333333333332,0.250343137254902,0.20857291666666666,0.19453125,0.13056410256410256,0.157025641025641,0.12537179487179487,0.15205208333333334,0.22098958333333332,0.24525555555555556,0.19404761904761905,4.608304044865809,0.1841757542750035,0.23795698352526656,0.3137478929083566,0.37082500908774907
